,name,celex_code,doc_code,title,publication_date,doc_type,doc_type_code,author,languages,quicksearch_url,classification,date_effect,date_deadline,date_sig
72,no name,32017R0583,2017/583,"Commission Delegated Regulation (EU) 2017/583 of 14 July 2016 supplementing Regulation (EU) No 600/2014 of the European Parliament and of the Council on markets in financial instruments with regard to regulatory technical standards on transparency requirements for trading venues and investment firms in respect of bonds, structured finance products, emission allowances and derivatives (Text with EEA relevance. )",14/07/2016,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F583&lang=en&type=quick&qid=1691486498830,"['financial instrument', 'bond', 'stock-exchange listing', 'investment company', 'emission allowance', 'financial transaction', 'technical standard', 'financial legislation']",'20/04/2017','03/07/2017','Not found'
73,no name,32017R0587,2017/587,"Commission Delegated Regulation (EU) 2017/587 of 14 July 2016 supplementing Regulation (EU) No 600/2014 of the European Parliament and of the Council on markets in financial instruments with regard to regulatory technical standards on transparency requirements for trading venues and investment firms in respect of shares, depositary receipts, exchange-traded funds, certificates and other similar financial instruments and on transaction execution obligations in respect of certain shares on a trading venue or by a systematic internaliser (Text with EEA relevance. )",14/07/2016,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F587&lang=en&type=quick&qid=1691486532947,"['financial instrument', 'investment company', 'financial transaction', 'technical standard', 'share', 'financial legislation', 'exchange of information']",'20/04/2017','Not found','Not found'
74,no name,32022R0803,2022/803,Commission Delegated Regulation (EU) 2022/803 of 16 February 2022 supplementing Regulation (EU) No 600/2014 of the European Parliament and of the Council by specifying rules of procedure for the exercise of the power to impose fines or periodic penalty payments by the European Securities Markets Authority regarding data reporting service providers (Text with EEA relevance),16/02/2022,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2022%2F803&lang=en&type=quick&qid=1691486577081,"['provision of services', 'sanction (EU)', 'data processing', 'disclosure of information', 'powers of the institutions (EU)', 'financial legislation', 'exchange of information', 'periodic penalty payment', 'European Securities and Markets Authority']",'27/05/2022','Not found','Not found'
75,no name,32017R0577,2017/577,Commission Delegated Regulation (EU) 2017/577 of 13 June 2016 supplementing Regulation (EU) No 600/2014 of the European Parliament and of the Council on markets in financial instruments with regard to regulatory technical standards on the volume cap mechanism and the provision of information for the purposes of transparency and other calculations (Text with EEA relevance. ),13/06/2016,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F577&lang=en&type=quick&qid=1691486638513,"['financial instrument', 'investment company', 'market supervision', 'data processing', 'financial transaction', 'technical standard', 'financial legislation', 'exchange of information']",'20/04/2017','Not found','Not found'
76,no name,32017R0581,2017/581,Commission Delegated Regulation (EU) 2017/581 of 24 June 2016 supplementing Regulation (EU) No 600/2014 of the European Parliament and of the Council with regard to regulatory technical standards on clearing access in respect of trading venues and central counterparties (Text with EEA relevance. ),24/06/2016,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F581&lang=en&type=quick&qid=1691486685406,"['financial instrument', 'contract', 'administrative check', 'futures market', 'financial control', 'financial transaction', 'technical standard', 'financial legislation', 'equal treatment']",'20/04/2017','Not found','Not found'
77,no name,32022R0930,2022/930,Commission Delegated Regulation (EU) 2022/930 of 10 March 2022 supplementing Regulation (EU) No 600/2014 of the European Parliament and of the Council by specifying fees relating to the supervision by the European Securities Markets Authority of data reporting service providers,10/03/2022,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2022%2F930&lang=en&type=quick&qid=1691486730770,"['financial institution', 'financial instrument', 'financial control', 'banking supervision', 'market supervision', 'financial transaction', 'financial legislation', 'exchange of information', 'financial supervision', 'European Securities and Markets Authority']",'20/06/2022','30/09/2022','Not found'
78,no name,32017R2417,2017/2417,Commission Delegated Regulation (EU) 2017/2417 of 17 November 2017 supplementing Regulation (EU) No 600/2014 of the European Parliament and of the Council on markets in financial instruments with regard to regulatory technical standards on the trading obligation for certain derivatives (Text with EEA relevance. ),17/11/2017,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F2417&lang=en&type=quick&qid=1691486758689,"['interest', 'financial control', 'credit institution', 'technical regulations', 'investment company', 'market supervision', 'exchange rate', 'financial transaction', 'trading operation', 'Euribor']",'23/12/2017','Not found','Not found'
79,no name,32017R2194,2017/2194,Commission Delegated Regulation (EU) 2017/2194 of 14 August 2017 supplementing Regulation (EU) No 600/2014 of the European Parliament and of the Council on markets in financial instruments with regard to package orders (Text with EEA relevance. ),14/08/2017,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F2194&lang=en&type=quick&qid=1691486805154,"['financial instrument', 'market supervision', 'financial transaction', 'financial legislation']",'18/12/2017','Not found','Not found'
80,no name,32017R1799,2017/1799,"Commission Delegated Regulation (EU) 2017/1799 of 12 June 2017 supplementing Regulation (EU) No 600/2014 of the European Parliament and of the Council as regards the exemption of certain third countries central banks in their performance of monetary, foreign exchange and financial stability policies from pre- and post-trade transparency requirements (Text with EEA relevance. )",12/06/2017,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F1799&lang=en&type=quick&qid=1691486850710,"['financial instrument', 'administrative check', 'financial control', 'third country', 'credit institution', 'market supervision', 'financial transaction', 'central bank', 'Bank for International Settlements', 'financial legislation']",'27/10/2017','Not found','Not found'
81,no name,32017R0582,2017/582,Commission Delegated Regulation (EU) 2017/582 of 29 June 2016 supplementing Regulation (EU) No 600/2014 of the European Parliament and of the Council with regard to regulatory technical standards specifying the obligation to clear derivatives traded on regulated markets and timing of acceptance for clearing (Text with EEA relevance. ),29/06/2016,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F582&lang=en&type=quick&qid=1691486896943,"['financial instrument', 'credit institution', 'financial transaction', 'law of banking', 'technical standard', 'financial legislation', 'exchange of information']",'20/04/2017','Not found','Not found'
82,no name,32017R0585,2017/585,Commission Delegated Regulation (EU) 2017/585 of 14 July 2016 supplementing Regulation (EU) No 600/2014 of the European Parliament and of the Council with regard to regulatory technical standards for the data standards and formats for financial instrument reference data and technical measures in relation to arrangements to be made by the European Securities and Markets Authority and competent authorities (Text with EEA relevance. ),14/07/2016,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F585&lang=en&type=quick&qid=1691486942231,"['financial instrument', 'investment company', 'market supervision', 'financial transaction', 'securities', 'technical standard', 'financial legislation', 'EU office or agency', 'exchange of information']",'20/04/2017','Not found','Not found'
83,no name,32017R0572,2017/572,Commission Delegated Regulation (EU) 2017/572 of 2 June 2016 supplementing Regulation (EU) No 600/2014 of the European Parliament and of the Council with regard to regulatory technical standards on the specification of the offering of pre-and post-trade data and the level of disaggregation of data (Text with EEA relevance. ),02/06/2016,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F572&lang=en&type=quick&qid=1691486986978,"['trade information', 'financial instrument', 'investment company', 'financial transaction', 'access to information', 'technical standard', 'financial legislation']",'20/04/2017','Not found','Not found'
84,no name,32017R0580,2017/580,Commission Delegated Regulation (EU) 2017/580 of 24 June 2016 supplementing Regulation (EU) No 600/2014 of the European Parliament and of the Council with regard to regulatory technical standards for the maintenance of relevant data relating to orders in financial instruments (Text with EEA relevance. ),24/06/2016,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F580&lang=en&type=quick&qid=1691487032676,"['financial instrument', 'investment company', 'market supervision', 'data processing', 'financial transaction', 'technical standard', 'financial legislation']",'20/04/2017','Not found','Not found'
85,no name,32017R0579,2017/579,"Commission Delegated Regulation (EU) 2017/579 of 13 June 2016 supplementing Regulation (EU) No 600/2014 of the European Parliament and of the Council on markets in financial instruments with regard to regulatory technical standards on the direct, substantial and foreseeable effect of derivative contracts within the Union and the prevention of the evasion of rules and obligations (Text with EEA relevance. )",13/06/2016,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F579&lang=en&type=quick&qid=1691487078028,"['guarantee', 'financial instrument', 'futures market', 'financial transaction', 'technical standard', 'financial legislation']",'20/04/2017','Not found','Not found'
86,no name,32016R2021,2016/2021,Commission Delegated Regulation (EU) 2016/2021 of 2 June 2016 supplementing Regulation (EU) No 600/2014 of the European Parliament and of the Council on markets in financial instruments with regard to regulatory technical standards on access in respect of benchmarks (Text with EEA relevance ),02/06/2016,Delegated regulation,R,European Commission,"BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2016%2F2021&lang=en&type=quick&qid=1691487123361,"['financial instrument', 'money-market liquidity', 'administrative check', 'financial control', 'standard', 'credit institution', 'investment company', 'market supervision', 'financial transaction', 'financial legislation']",'09/12/2016','Not found','Not found'
87,no name,32016R2020,2016/2020,Commission Delegated Regulation (EU) 2016/2020 of 26 May 2016 supplementing Regulation (EU) No 600/2014 of the European Parliament and of the Council on markets in financial instruments with regard to regulatory technical standards on criteria for determining whether derivatives subject to the clearing obligation should be subject to the trading obligation (Text with EEA relevance ),26/05/2016,Delegated regulation,R,European Commission,"BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2016%2F2020&lang=en&type=quick&qid=1691487168834,"['financial instrument', 'money-market liquidity', 'administrative check', 'financial control', 'standard', 'credit institution', 'investment company', 'market supervision', 'financial transaction', 'financial legislation']",'09/12/2016','Not found','Not found'
88,no name,32016R2022,2016/2022,Commission Delegated Regulation (EU) 2016/2022 of 14 July 2016 supplementing Regulation (EU) No 600/2014 of the European Parliament and of the Council with regard to regulatory technical standards concerning the information for registration of third-country firms and the format of information to be provided to the clients (Text with EEA relevance ),14/07/2016,Delegated regulation,R,European Commission,"BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2016%2F2022&lang=en&type=quick&qid=1691487215690,"['registration of a company', 'trade information', 'third country', 'provision of services', 'investment company', 'technical standard', 'financial legislation', 'customers', 'exchange of information']",'09/12/2016','Not found','Not found'
89,no name,32020D2127,2020/2127,Commission Implementing Decision (EU) 2020/2127 of 16 December 2020 amending Commission Implementing Decision (EU) 2019/541 on the equivalence of the legal and supervisory framework applicable to approved exchanges and recognised market operators in Singapore in accordance with Regulation (EU) No 600/2014 of the European Parliament and of the Council (Text with EEA relevance),16/12/2020,Implementing decision,D,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2020%2F2127&lang=en&type=quick&qid=1691487261552,"['stock exchange', 'Singapore', 'financial transaction', 'financial legislation', 'financial supervision', 'financial derivative']",'20/12/2020','Not found','Not found'
90,no name,32019R1000,2019/1000,Commission Delegated Regulation (EU) 2019/1000 of 14 March 2019 amending Delegated Regulation (EU) 2017/1799 as regards the exemption of the People's Bank of China from the pre- and post-trade transparency requirements in Regulation (EU) No 600/2014 of the European Parliament and of the Council (Text with EEA relevance.),14/03/2019,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2019%2F1000&lang=en&type=quick&qid=1691487305915,"['financial instrument', 'administrative check', 'financial control', 'market supervision', 'financial transaction', 'central bank', 'financial legislation', 'administrative transparency', 'China']",'10/07/2019','Not found','Not found'
91,no name,32022R0466,2022/466,Commission Delegated Regulation (EU) 2022/466 of 17 December 2021 supplementing Regulation (EU) No 600/2014 of the European Parliament and of the Council by specifying criteria for derogation of the principle that approved publication arrangements and approved reporting mechanisms are supervised by the European Securities Markets Authority (Text with EEA relevance),17/12/2021,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2022%2F466&lang=en&type=quick&qid=1691487363920,"['financial instrument', 'financial control', 'credit institution', 'investment company', 'market supervision', 'financial transaction', 'financial legislation', 'exchange of information', 'European Securities and Markets Authority']",'27/03/2022','Not found','Not found'
92,no name,32017R2154,2017/2154,Commission Delegated Regulation (EU) 2017/2154 of 22 September 2017 supplementing Regulation (EU) No 600/2014 of the European Parliament and of the Council with regard to regulatory technical standards on indirect clearing arrangements (Text with EEA relevance. ),22/09/2017,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F2154&lang=en&type=quick&qid=1691487408425,"['financial instrument', 'administrative check', 'financial control', 'clearing agreement', 'credit institution', 'market supervision', 'financial transaction', 'financial legislation']",'11/12/2017','Not found','Not found'
93,no name,32014R0694,694/2014,Commission Delegated Regulation (EU) No 694/2014 of 17 December 2013 supplementing Directive 2011/61/EU of the European Parliament and of the Council with regard to regulatory technical standards determining types of alternative investment fund managers  Text with EEA relevance,17/12/2013,Delegated regulation,R,European Commission,"BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=694%2F2014&lang=en&type=quick&qid=1691487454872,"['financial management', 'freedom to provide services', 'financial market', 'financial control', 'investment company', 'market supervision', 'technical standard', 'right of establishment']",'14/07/2014','Not found','Not found'
94,no name,32016D2295,2016/2295,"Commission Implementing Decision (EU) 2016/2295 of 16 December 2016 amending Decisions 2000/518/EC, 2002/2/EC, 2003/490/EC, 2003/821/EC, 2004/411/EC, 2008/393/EC, 2010/146/EU, 2010/625/EU, 2011/61/EU and Implementing Decisions 2012/484/EU, 2013/65/EU on the adequate protection of personal data by certain countries, pursuant to Article 25(6) of Directive 95/46/EC of the European Parliament and of the Council (notified under document C(2016) 8353) (Text with EEA relevance )",16/12/2016,Implementing decision,D,European Commission,"BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2016%2F2295&lang=en&type=quick&qid=1691487499787,"['third country', 'protection of privacy', 'cross-frontier data flow', 'data-processing law', 'data protection', 'personal data', 'exchange of information']",'16/12/2016','Not found','Not found'
95,no name,32021R1255,2021/1255,Commission Delegated Regulation (EU) 2021/1255 of 21 April 2021 amending Delegated Regulation (EU) No 231/2013 as regards the sustainability risks and sustainability factors to be taken into account by Alternative Investment Fund Managers (Text with EEA relevance),21/04/2021,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2021%2F1255&lang=en&type=quick&qid=1691487545916,"['consumer information', 'financial market', 'financial control', 'investment company', 'market supervision', 'disclosure of information', 'sustainable development', 'financial legislation', 'indebtedness', 'green economy']",'22/08/2021','Not found','Not found'
96,no name,32018R1618,2018/1618,Commission Delegated Regulation (EU) 2018/1618 of 12 July 2018 amending Delegated Regulation (EU) No 231/2013 as regards safe-keeping duties of depositaries (Text with EEA relevance.),12/07/2018,Delegated regulation,R,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2018%2F1618&lang=en&type=quick&qid=1691487591187,"['investment protection', 'consumer information', 'financial market', 'financial control', 'investment company', 'market supervision', 'financial legislation', 'indebtedness']",'19/11/2018','Not found','Not found'
97,no name,32013R0345,345/2013,Regulation (EU) No 345/2013 of the European Parliament and of the Council of 17 April 2013 on European venture capital funds  Text with EEA relevance,17/04/2013,Regulation,R,"European Parliament, Council of the European Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=345%2F2013&lang=en&type=quick&qid=1691487636287,"['fund (EU)', 'investment', 'small and medium-sized enterprises', 'investment company', 'venture capital', 'product designation', 'entrepreneurship', 'aid to undertakings']",'15/05/2013','Not found','Not found'
98,no name,32013R0346,346/2013,Regulation (EU) No 346/2013 of the European Parliament and of the Council of 17 April 2013 on European social entrepreneurship funds  Text with EEA relevance,17/04/2013,Regulation,R,"European Parliament, Council of the European Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=346%2F2013&lang=en&type=quick&qid=1691487681186,"['investment', 'European social policy', 'investment company', 'economic and social cohesion', 'social behaviour', 'aid to undertakings']",'15/05/2013','Not found','Not found'
99,no name,32009L0138,2009/138,Directive 2009/138/EC of the European Parliament and of the Council of 25 November 2009 on the taking-up and pursuit of the business of Insurance and Reinsurance (Solvency II) (recast) (Text with EEA relevance),25/11/2009,Directive,L,"European Parliament, Council of the European Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2009%2F138&lang=en&type=quick&qid=1691487727733,"['freedom to provide services', 'approximation of laws', 'insurance company', 'life assurance', 'financial solvency', 'right of establishment', 'insurance law']",'06/01/2010','Not found','Not found'
100,no name,32009R1060,1060/2009,Regulation (EC) No 1060/2009 of the European Parliament and of the Council of 16 September 2009 on credit rating agencies (Text with EEA relevance),16/09/2009,Regulation,R,"European Parliament, Council of the European Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=1060%2F2009&lang=en&type=quick&qid=1691487778941,"['consumer information', 'investment', 'financial control', 'credit institution', 'financial solvency', 'securities', 'operation of the Institutions', 'administrative transparency', 'exchange of information']",'07/12/2009','Not found','Not found'
101,no name,32012R0648,648/2012,"Regulation (EU) No 648/2012 of the European Parliament and of the Council of 4 July 2012 on OTC derivatives, central counterparties and trade repositories  Text with EEA relevance",04/07/2012,Regulation,R,"European Parliament, Council of the European Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=648%2F2012&lang=en&type=quick&qid=1691487825160,"['contract', 'administrative check', 'futures market', 'financial transaction', 'financial legislation']",'16/08/2012','17/08/2018','Not found'
102,no name,32002L0087,2002/87,"Directive 2002/87/EC of the European Parliament and of the Council of 16 December 2002 on the supplementary supervision of credit institutions, insurance undertakings and investment firms in a financial conglomerate and amending Council Directives 73/239/EEC, 79/267/EEC, 92/49/EEC, 92/96/EEC, 93/6/EEC and 93/22/EEC, and Directives 98/78/EC and 2000/12/EC of the European Parliament and of the Council",16/12/2002,Directive,L,"European Parliament, Council of the European Union","ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2002%2F87&lang=en&type=quick&qid=1691487856780,"['conglomerate', 'group of companies', 'financial control', 'credit institution', 'insurance company', 'financial solvency', 'investment company', 'company law']",'11/02/2003','Not found','Not found'
103,no name,32013L0036,2013/36,"Directive 2013/36/EU of the European Parliament and of the Council of 26 June 2013 on access to the activity of credit institutions and the prudential supervision of credit institutions and investment firms, amending Directive 2002/87/EC and repealing Directives 2006/48/EC and 2006/49/EC  Text with EEA relevance",26/06/2013,Directive,L,"European Parliament, Council of the European Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2013%2F36&lang=en&type=quick&qid=1691487901377,"['management audit', 'credit institution', 'investment company', 'auditing', 'right of establishment']",'17/07/2013','28/12/2019','Not found'
104,no name,32014L0059,2014/59,"Directive 2014/59/EU of the European Parliament and of the Council of 15 May 2014 establishing a framework for the recovery and resolution of credit institutions and investment firms and amending Council Directive 82/891/EEC, and Directives 2001/24/EC, 2002/47/EC, 2004/25/EC, 2005/56/EC, 2007/36/EC, 2011/35/EU, 2012/30/EU and 2013/36/EU, and Regulations (EU) No 1093/2010 and (EU) No 648/2012, of the European Parliament and of the Council  Text with EEA relevance",15/05/2014,Directive,L,"European Parliament, Council of the European Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2014%2F59&lang=en&type=quick&qid=1691487934436,"['financial intervention', 'aid for restructuring', 'credit institution', 'financial solvency', 'investment company', 'economic stabilisation', 'company in difficulties', 'financial aid']",'02/07/2014','01/06/2018','Not found'
105,no name,32003L0041,2003/41,Directive 2003/41/EC of the European Parliament and of the Council of 3 June 2003 on the activities and supervision of institutions for occupational retirement provision,03/06/2003,Directive,L,"European Parliament, Council of the European Union","ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2003%2F41&lang=en&type=quick&qid=1691487970079,"['private investment', 'regulation of investments', 'pension scheme', 'investment company']",'23/09/2003','Not found','Not found'
106,no name,32010R1095,1095/2010,"Regulation (EU) No 1095/2010 of the European Parliament and of the Council of 24 November 2010 establishing a European Supervisory Authority (European Securities and Markets Authority), amending Decision No 716/2009/EC and repealing Commission Decision 2009/77/EC",24/11/2010,Regulation,R,"European Parliament, Council of the European Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=1095%2F2010&lang=en&type=quick&qid=1691488016052,"['EU financing', 'financial market', 'financial control', 'EU programme', 'EU office or agency', 'exchange of information']",'16/12/2010','30/06/2021','Not found'
107,no name,32015L2366,2015/2366,"Directive (EU) 2015/2366 of the European Parliament and of the Council of 25 November 2015 on payment services in the internal market, amending Directives 2002/65/EC, 2009/110/EC and 2013/36/EU and Regulation (EU) No 1093/2010, and repealing Directive 2007/64/EC (Text with EEA relevance)",25/11/2015,Directive,L,"European Parliament, Council of the European Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2015%2F2366&lang=en&type=quick&qid=1691488047796,"['financial institution', 'electronic money', 'payment', 'intra-EU payment', 'approximation of laws', 'electronic banking', 'single market', 'service', 'financial legislation', 'financial services']",'12/01/2016','13/01/2021','Not found'
108,no name,32016L2341,2016/2341,Directive (EU) 2016/2341 of the European Parliament and of the Council of 14 December 2016 on the activities and supervision of institutions for occupational retirement provision (IORPs) (recast) (Text with EEA relevance),14/12/2016,Directive,L,"European Parliament, Council of the European Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2016%2F2341&lang=en&type=quick&qid=1691488079218,"['consumer information', 'approximation of laws', 'regulation of investments', 'supplementary pension', 'investment company', 'frontier worker', 'EU Member State']",'12/01/2017','13/01/2023','14/12/2016'
